conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,case_folded,cleaned,tokens,tokens_normalized,tokens_no_stopwords,tokens_stemmed,bobot_nilai_total,label
1904550286137385023,Tue Mar 25 15:05:47 +0000 2025,1,Sementara itu bantuan handsprayer akan disalurkan kepada 15 Kelompok Tani Petani Milenial dan Kelompok Wanita Tani.,1904550286137385023,,,in,Indonesia Raya,0,0,0,https://x.com/Partai_Gerindra/status/1904550286137385023,381680827,Partai_Gerindra,sementara itu bantuan handsprayer akan disalurkan kepada 15 kelompok tani petani milenial dan kelompok wanita tani.,sementara itu bantuan handsprayer akan disalurkan kepada kelompok tani petani milenial dan kelompok wanita tani,"['sementara', 'itu', 'bantuan', 'handsprayer', 'akan', 'disalurkan', 'kepada', 'kelompok', 'tani', 'petani', 'milenial', 'dan', 'kelompok', 'wanita', 'tani']","['sementara', 'itu', 'bantuan', 'handsprayer', 'akan', 'disalurkan', 'kepada', 'kelompok', 'tani', 'petani', 'milenial', 'dan', 'kelompok', 'wanita', 'tani']","['bantuan', 'handsprayer', 'disalurkan', 'kelompok', 'tani', 'petani', 'milenial', 'kelompok', 'wanita', 'tani']","['bantu', 'handsprayer', 'salur', 'kelompok', 'tani', 'tani', 'milenial', 'kelompok', 'wanita', 'tani']",-11,negatif
1904543233679798419,Tue Mar 25 14:37:50 +0000 2025,0,Sementara itu bantuan handsprayer akan disalurkan kepada 15 Kelompok Tani Petani Milenial dan Kelompok Wanita Tani.,1904543252247974170,,Gerindra,in,Indonesia Raya ,0,1,0,https://x.com/Gerindra/status/1904543252247974170,397673651,Gerindra,sementara itu bantuan handsprayer akan disalurkan kepada 15 kelompok tani petani milenial dan kelompok wanita tani.,sementara itu bantuan handsprayer akan disalurkan kepada kelompok tani petani milenial dan kelompok wanita tani,"['sementara', 'itu', 'bantuan', 'handsprayer', 'akan', 'disalurkan', 'kepada', 'kelompok', 'tani', 'petani', 'milenial', 'dan', 'kelompok', 'wanita', 'tani']","['sementara', 'itu', 'bantuan', 'handsprayer', 'akan', 'disalurkan', 'kepada', 'kelompok', 'tani', 'petani', 'milenial', 'dan', 'kelompok', 'wanita', 'tani']","['bantuan', 'handsprayer', 'disalurkan', 'kelompok', 'tani', 'petani', 'milenial', 'kelompok', 'wanita', 'tani']","['bantu', 'handsprayer', 'salur', 'kelompok', 'tani', 'tani', 'milenial', 'kelompok', 'wanita', 'tani']",-11,negatif
1904512953787068620,Tue Mar 25 12:37:26 +0000 2025,2,Satlantas Polres Rembang hadir untuk mendukung para petani dalam mengolah lahan untuk menjadi petani cerdas petani milenial mensukseskan Program ketahanan pangan Bpk Presiden Prabowo. #KetahananPangan #PolriCintaPetani #PolriMendukungKetahananPangan #UpdateSatlantasRembang https://t.co/sjpZQVZcp5,1904512953787068620,https://pbs.twimg.com/ext_tw_video_thumb/1904512907783839744/pu/img/QRA4Yci-4kb6luwE.jpg,,in,"Pati, Indonesia",0,0,0,https://x.com/SahabatTri5297/status/1904512953787068620,1781691703424069632,SahabatTri5297,satlantas polres rembang hadir untuk mendukung para petani dalam mengolah lahan untuk menjadi petani cerdas petani milenial mensukseskan program ketahanan pangan bpk presiden prabowo. #ketahananpangan #polricintapetani #polrimendukungketahananpangan #updatesatlantasrembang https://t.co/sjpzqvzcp5,satlantas polres rembang hadir untuk mendukung para petani dalam mengolah lahan untuk menjadi petani cerdas petani milenial mensukseskan program ketahanan pangan bpk presiden prabowo,"['satlantas', 'polres', 'rembang', 'hadir', 'untuk', 'mendukung', 'para', 'petani', 'dalam', 'mengolah', 'lahan', 'untuk', 'menjadi', 'petani', 'cerdas', 'petani', 'milenial', 'mensukseskan', 'program', 'ketahanan', 'pangan', 'bpk', 'presiden', 'prabowo']","['satlantas', 'polres', 'rembang', 'hadir', 'untuk', 'mendukung', 'para', 'petani', 'dalam', 'mengolah', 'lahan', 'untuk', 'menjadi', 'petani', 'cerdas', 'petani', 'milenial', 'mensukseskan', 'program', 'ketahanan', 'pangan', 'bapak', 'presiden', 'prabowo']","['satlantas', 'polres', 'rembang', 'hadir', 'mendukung', 'petani', 'mengolah', 'lahan', 'petani', 'cerdas', 'petani', 'milenial', 'mensukseskan', 'program', 'ketahanan', 'pangan', 'presiden', 'prabowo']","['satlantas', 'polres', 'rembang', 'hadir', 'dukung', 'tani', 'olah', 'lahan', 'tani', 'cerdas', 'tani', 'milenial', 'sukses', 'program', 'tahan', 'pangan', 'presiden', 'prabowo']",8,positif
1904472282820641212,Tue Mar 25 09:55:50 +0000 2025,6,Wakil Menteri Pertanian (Wamentan) Sudaryono mendukung penuh gerakan petani milenial dalam meningkatkan ekspor komoditas pangan. Menurutnya sektor pertanian memiliki potensi besar yang dapat memperkuat perekonomian nasional terutama dalam mendukung ketahanan pangan dan ekspor. https://t.co/zsDhr8ildC,1904472282820641212,https://pbs.twimg.com/ext_tw_video_thumb/1904472160900685824/pu/img/vWKm7zApHR_tUw1H.jpg,,in,"DKI Jakarta, Indonesia",0,0,4,https://x.com/dekade_08/status/1904472282820641212,1576913175227748352,dekade_08,wakil menteri pertanian (wamentan) sudaryono mendukung penuh gerakan petani milenial dalam meningkatkan ekspor komoditas pangan. menurutnya sektor pertanian memiliki potensi besar yang dapat memperkuat perekonomian nasional terutama dalam mendukung ketahanan pangan dan ekspor. https://t.co/zsdhr8ildc,wakil menteri pertanian wamentan sudaryono mendukung penuh gerakan petani milenial dalam meningkatkan ekspor komoditas pangan menurutnya sektor pertanian memiliki potensi besar yang dapat memperkuat perekonomian nasional terutama dalam mendukung ketahanan pangan dan ekspor,"['wakil', 'menteri', 'pertanian', 'wamentan', 'sudaryono', 'mendukung', 'penuh', 'gerakan', 'petani', 'milenial', 'dalam', 'meningkatkan', 'ekspor', 'komoditas', 'pangan', 'menurutnya', 'sektor', 'pertanian', 'memiliki', 'potensi', 'besar', 'yang', 'dapat', 'memperkuat', 'perekonomian', 'nasional', 'terutama', 'dalam', 'mendukung', 'ketahanan', 'pangan', 'dan', 'ekspor']","['wakil', 'menteri', 'pertanian', 'wamentan', 'sudaryono', 'mendukung', 'penuh', 'gerakan', 'petani', 'milenial', 'dalam', 'meningkatkan', 'ekspor', 'komoditas', 'pangan', 'menurutnya', 'sektor', 'pertanian', 'memiliki', 'potensi', 'besar', 'yang', 'dapat', 'memperkuat', 'perekonomian', 'nasional', 'terutama', 'dalam', 'mendukung', 'ketahanan', 'pangan', 'dan', 'ekspor']","['wakil', 'menteri', 'pertanian', 'wamentan', 'sudaryono', 'mendukung', 'penuh', 'gerakan', 'petani', 'milenial', 'meningkatkan', 'ekspor', 'komoditas', 'pangan', 'menurutnya', 'sektor', 'pertanian', 'memiliki', 'potensi', 'memperkuat', 'perekonomian', 'nasional', 'mendukung', 'ketahanan', 'pangan', 'ekspor']","['wakil', 'menteri', 'tani', 'wamentan', 'sudaryono', 'dukung', 'penuh', 'gera', 'tani', 'milenial', 'tingkat', 'ekspor', 'komoditas', 'pangan', 'turut', 'sektor', 'tani', 'milik', 'potensi', 'kuat', 'ekonomi', 'nasional', 'dukung', 'tahan', 'pangan', 'ekspor']",8,positif
1903194764914331878,Mon Mar 24 09:29:47 +0000 2025,0,@realfedinuril @NasbiHasan @tempodotco Miliaran duid rakyat dipake buat retret tapi hasilnya mulutnya kayak begini.. Daripada retret sekalian pesantrenin aja sih pejabat2 sampah kayak gini,1904103339765412065,,realfedinuril,in,jakarta,0,0,0,https://x.com/ceyanewt/status/1904103339765412065,467364295,ceyanewt,@realfedinuril @nasbihasan @tempodotco miliaran duid rakyat dipake buat retret tapi hasilnya mulutnya kayak begini.. daripada retret sekalian pesantrenin aja sih pejabat2 sampah kayak gini,miliaran duid rakyat dipake buat retret tapi hasilnya mulutnya kayak begini daripada retret sekalian pesantrenin aja sih pejabat sampah kayak gini,"['miliaran', 'duid', 'rakyat', 'dipake', 'buat', 'retret', 'tapi', 'hasilnya', 'mulutnya', 'kayak', 'begini', 'daripada', 'retret', 'sekalian', 'pesantrenin', 'aja', 'sih', 'pejabat', 'sampah', 'kayak', 'gini']","['miliaran', 'duid', 'rakyat', 'dipake', 'buat', 'retret', 'tapi', 'hasilnya', 'mulutnya', 'kayak', 'begini', 'daripada', 'retret', 'sekalian', 'pesantrenin', 'saja', 'sih', 'pejabat', 'sampah', 'kayak', 'begini']","['miliaran', 'duid', 'rakyat', 'dipake', 'retret', 'hasilnya', 'mulutnya', 'kayak', 'retret', 'pesantrenin', 'sih', 'pejabat', 'sampah', 'kayak']","['miliar', 'duid', 'rakyat', 'dipake', 'retret', 'hasil', 'mulut', 'kayak', 'retret', 'pesantrenin', 'sih', 'jabat', 'sampah', 'kayak']",-11,negatif
1903415680634146885,Mon Mar 24 03:20:33 +0000 2025,0,@kookiejus @salam4jari Ah yang bener bang? Masa sih bang?,1904010417955070008,,kookiejus,in,jakarta,0,0,0,https://x.com/ceyanewt/status/1904010417955070008,467364295,ceyanewt,@kookiejus @salam4jari ah yang bener bang? masa sih bang?,ah yang bener bang masa sih bang,"['ah', 'yang', 'bener', 'bang', 'masa', 'sih', 'bang']","['ah', 'yang', 'benar', 'bang', 'masa', 'sih', 'bang']","['ah', 'bang', 'sih', 'bang']","['ah', 'bang', 'sih', 'bang']",0,positif
1903465611650588987,Mon Mar 24 03:09:07 +0000 2025,0,@tadja25 @Anomalindy Yaah anak sekolah.. Spill2 kita datengin sekolahnya..,1904007543296590233,,tadja25,in,jakarta,0,0,0,https://x.com/ceyanewt/status/1904007543296590233,467364295,ceyanewt,@tadja25 @anomalindy yaah anak sekolah.. spill2 kita datengin sekolahnya..,yaah anak sekolah spill kita datengin sekolahnya,"['yaah', 'anak', 'sekolah', 'spill', 'kita', 'datengin', 'sekolahnya']","['yaah', 'anak', 'sekolah', 'spill', 'kita', 'datengin', 'sekolahnya']","['yaah', 'anak', 'sekolah', 'spill', 'datengin', 'sekolahnya']","['yaah', 'anak', 'sekolah', 'spill', 'datengin', 'sekolah']",3,positif
1903443045971906596,Sun Mar 23 05:45:40 +0000 2025,0,@DH14_ @hnirankara @kikysaputrii Gimana rasanya yah nyusuin anak pake uang hasil. Nge buzzer.. Itu darah rakyat ga kecium?,1903684553220436340,,DH14_,in,jakarta,0,0,0,https://x.com/ceyanewt/status/1903684553220436340,467364295,ceyanewt,@dh14_ @hnirankara @kikysaputrii gimana rasanya yah nyusuin anak pake uang hasil. nge buzzer.. itu darah rakyat ga kecium?,gimana rasanya yah nyusuin anak pake uang hasil nge buzzer itu darah rakyat ga kecium,"['gimana', 'rasanya', 'yah', 'nyusuin', 'anak', 'pake', 'uang', 'hasil', 'nge', 'buzzer', 'itu', 'darah', 'rakyat', 'ga', 'kecium']","['bagaimana', 'rasanya', 'yah', 'nyusuin', 'anak', 'pakai', 'uang', 'hasil', 'nge', 'buzzer', 'itu', 'darah', 'rakyat', 'tidak', 'kecium']","['yah', 'nyusuin', 'anak', 'pakai', 'uang', 'hasil', 'nge', 'buzzer', 'darah', 'rakyat', 'kecium']","['yah', 'nyusuin', 'anak', 'pakai', 'uang', 'hasil', 'nge', 'buzzer', 'darah', 'rakyat', 'cium']",3,positif
1903374905410011638,Sat Mar 22 09:15:15 +0000 2025,0,Keren! Petani Milenial di Desa Girimulyo Ekspor Gula Semut ke Luar Negeri Omsetnya 1 Miliar Rupiah Lebih https://t.co/PRMFLFPKYe,1903374905410011638,,,in,Palembang,0,0,0,https://x.com/bekisarmedia/status/1903374905410011638,1161432115839262721,bekisarmedia,keren! petani milenial di desa girimulyo ekspor gula semut ke luar negeri omsetnya 1 miliar rupiah lebih https://t.co/prmflfpkye,keren petani milenial di desa girimulyo ekspor gula semut ke luar negeri omsetnya miliar rupiah lebih,"['keren', 'petani', 'milenial', 'di', 'desa', 'girimulyo', 'ekspor', 'gula', 'semut', 'ke', 'luar', 'negeri', 'omsetnya', 'miliar', 'rupiah', 'lebih']","['keren', 'petani', 'milenial', 'di', 'desa', 'girimulyo', 'ekspor', 'gula', 'semut', 'ke', 'luar', 'negeri', 'omsetnya', 'miliar', 'rupiah', 'lebih']","['keren', 'petani', 'milenial', 'desa', 'girimulyo', 'ekspor', 'gula', 'semut', 'negeri', 'omsetnya', 'miliar', 'rupiah']","['keren', 'tani', 'milenial', 'desa', 'girimulyo', 'ekspor', 'gula', 'semut', 'negeri', 'omset', 'miliar', 'rupiah']",0,positif
1899837338643230818,Wed Mar 12 14:58:13 +0000 2025,0,Bicara : Sinergi Polda DIY bersama DPKP dan Petani Milenial... https://t.co/aeRlOeHWIm,1899837338643230818,,,in,Jambi-Indonesia,0,0,0,https://x.com/bicarajambicom/status/1899837338643230818,1780892144418615296,bicarajambicom,bicara : sinergi polda diy bersama dpkp dan petani milenial... https://t.co/aerloehwim,bicara sinergi polda diy bersama dpkp dan petani milenial,"['bicara', 'sinergi', 'polda', 'diy', 'bersama', 'dpkp', 'dan', 'petani', 'milenial']","['bicara', 'sinergi', 'polda', 'diy', 'bersama', 'dpkp', 'dan', 'petani', 'milenial']","['bicara', 'sinergi', 'polda', 'diy', 'dpkp', 'petani', 'milenial']","['bicara', 'sinergi', 'polda', 'diy', 'dpkp', 'tani', 'milenial']",0,positif
